"Plot-Titel: Dunkle Seite der Macht"
"Anz.","Datum Zeit, GMT+02:00","PAR, µmol/m²/s (LGR S/N: 21901547, SEN S/N: 21894160)","Sonnenstrahlung, W/m² (LGR S/N: 21901547, SEN S/N: 21903639)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)"
6191,09.12.25 06:58:14 PM,78.7,24.4,18.609,45.856,18.287,48.447
6192,09.12.25 06:59:14 PM,78.7,24.4,18.545,45.634,18.287,48.470
6193,09.12.25 07:00:14 PM,76.2,24.4,18.545,46.110,18.287,48.278
6194,09.12.25 07:01:14 PM,73.7,23.1,18.523,46.699,18.287,48.833
6195,09.12.25 07:02:14 PM,73.7,23.1,18.523,45.985,18.244,48.357
6196,09.12.25 07:03:14 PM,71.2,23.1,18.502,46.731,18.244,49.097
6197,09.12.25 07:04:14 PM,71.2,21.9,18.502,46.741,18.180,49.642
6198,09.12.25 07:05:14 PM,68.7,21.9,18.480,46.389,18.159,49.104
6199,09.12.25 07:06:14 PM,66.2,21.9,18.459,46.426,18.116,48.956
6200,09.12.25 07:07:14 PM,66.2,21.9,18.480,46.113,18.137,49.021
6201,09.12.25 07:08:14 PM,66.2,20.6,18.416,46.676,18.116,50.175
6202,09.12.25 07:09:14 PM,63.7,20.6,18.437,46.648,18.073,49.075
6203,09.12.25 07:10:14 PM,63.7,20.6,18.352,47.189,18.051,49.441
6204,09.12.25 07:11:14 PM,61.2,19.4,18.330,47.385,18.008,50.443
6205,09.12.25 07:12:14 PM,58.7,19.4,18.309,47.349,17.923,50.736
6206,09.12.25 07:13:14 PM,58.7,19.4,18.244,47.391,17.901,51.232
6207,09.12.25 07:14:14 PM,56.2,18.1,18.244,48.458,17.858,51.484
6208,09.12.25 07:15:14 PM,56.2,18.1,18.244,47.555,17.837,50.019
6209,09.12.25 07:16:14 PM,53.7,18.1,18.201,48.284,17.815,50.770
6210,09.12.25 07:17:14 PM,53.7,16.9,18.180,48.051,17.751,51.661
6211,09.12.25 07:18:14 PM,51.2,16.9,18.159,49.226,17.708,52.114
6212,09.12.25 07:19:14 PM,48.7,16.9,18.094,48.586,17.644,51.502
6213,09.12.25 07:20:14 PM,48.7,15.6,18.051,48.667,17.622,52.775
6214,09.12.25 07:21:14 PM,46.2,15.6,18.051,48.882,17.558,51.910
6215,09.12.25 07:22:14 PM,46.2,15.6,17.987,50.187,17.537,54.064
6216,09.12.25 07:23:14 PM,41.2,14.4,17.944,49.514,17.472,52.558
6217,09.12.25 07:24:14 PM,41.2,14.4,17.858,50.024,17.408,53.709
6218,09.12.25 07:25:14 PM,41.2,14.4,17.773,50.622,17.344,53.826
6219,09.12.25 07:26:14 PM,38.7,13.1,17.730,50.951,17.279,54.789
6220,09.12.25 07:27:14 PM,36.2,13.1,17.665,51.228,17.193,54.977
6221,09.12.25 07:28:14 PM,36.2,11.9,17.601,51.397,17.086,55.013
6222,09.12.25 07:29:14 PM,33.7,11.9,17.537,52.267,17.022,55.241
6223,09.12.25 07:30:14 PM,31.2,11.9,17.472,51.862,16.979,55.186
6224,09.12.25 07:31:14 PM,31.2,10.6,17.451,52.366,16.872,56.213
6225,09.12.25 07:32:14 PM,28.7,10.6,17.386,52.871,16.786,56.002
6226,09.12.25 07:33:14 PM,26.2,10.6,17.301,52.462,16.722,57.488
6227,09.12.25 07:34:14 PM,26.2,10.6,17.236,53.805,16.636,58.346
6228,09.12.25 07:35:14 PM,23.7,9.4,17.129,54.925,16.571,58.643
6229,09.12.25 07:36:14 PM,23.7,9.4,16.915,55.691,16.443,59.544
6230,09.12.25 07:37:14 PM,21.2,9.4,16.829,55.438,16.336,59.237
6231,09.12.25 07:38:14 PM,21.2,8.1,16.636,55.224,16.228,60.047
6232,09.12.25 07:39:14 PM,18.7,8.1,16.529,56.655,16.121,60.461
6233,09.12.25 07:40:14 PM,18.7,6.9,16.421,56.890,15.971,61.233
6234,09.12.25 07:41:14 PM,16.2,6.9,16.293,58.015,15.864,61.257
6235,09.12.25 07:42:14 PM,13.7,5.6,16.207,58.296,15.799,61.917
6236,09.12.25 07:43:14 PM,13.7,5.6,16.121,59.619,15.692,62.588
6237,09.12.25 07:44:14 PM,13.7,5.6,16.035,60.409,15.606,63.655
6238,09.12.25 07:45:14 PM,11.2,4.4,15.928,61.161,15.499,65.441
6239,09.12.25 07:46:14 PM,11.2,4.4,15.885,61.624,15.370,66.114
6240,09.12.25 07:47:14 PM,8.7,4.4,15.821,63.194,15.285,66.456
6241,09.12.25 07:48:14 PM,8.7,3.1,15.671,61.720,15.156,65.180
6242,09.12.25 07:49:14 PM,6.2,3.1,15.628,62.800,15.070,67.143
6243,09.12.25 07:50:14 PM,6.2,3.1,15.521,63.702,14.963,66.961
6244,09.12.25 07:51:14 PM,6.2,3.1,15.456,63.755,14.856,67.912
6245,09.12.25 07:52:14 PM,3.7,1.9,15.306,64.617,14.791,68.376
6246,09.12.25 07:53:14 PM,3.7,1.9,15.220,65.344,14.684,68.928
6247,09.12.25 07:54:14 PM,3.7,1.9,15.113,65.913,14.598,69.519
6248,09.12.25 07:55:14 PM,3.7,0.6,15.027,65.907,14.512,69.506
6249,09.12.25 07:56:14 PM,3.7,0.6,14.963,66.877,14.405,70.407
6250,09.12.25 07:57:14 PM,1.2,0.6,14.877,67.120,14.341,70.887
6251,09.12.25 07:58:14 PM,1.2,0.6,14.791,67.547,14.234,71.283
6252,09.12.25 07:59:14 PM,1.2,0.6,14.770,67.726,14.169,71.354
6253,09.12.25 08:00:14 PM,1.2,0.6,14.705,67.408,14.105,70.820
6254,09.12.25 08:01:14 PM,1.2,0.6,14.620,67.971,14.019,71.771
6255,09.12.25 08:02:14 PM,1.2,0.6,14.534,67.770,13.976,71.757
6256,09.12.25 08:03:14 PM,1.2,0.6,14.448,68.058,13.890,72.065
6257,09.12.25 08:04:14 PM,1.2,0.6,14.362,69.163,13.826,72.583
6258,09.12.25 08:05:14 PM,1.2,0.6,14.298,68.983,13.805,72.874
6259,09.12.25 08:06:14 PM,1.2,0.6,14.212,69.804,13.697,72.984
6260,09.12.25 08:07:14 PM,1.2,0.6,14.169,70.723,13.633,74.192
6261,09.12.25 08:08:14 PM,1.2,0.6,14.083,70.489,13.526,73.942
6262,09.12.25 08:09:14 PM,1.2,0.6,13.998,70.330,13.419,73.603
6263,09.12.25 08:10:14 PM,1.2,0.6,13.955,70.603,13.376,74.577
6264,09.12.25 08:11:14 PM,1.2,0.6,13.890,70.878,13.311,75.151
6265,09.12.25 08:12:14 PM,1.2,0.6,13.848,70.935,13.226,75.720
6266,09.12.25 08:13:14 PM,1.2,0.6,13.762,71.644,13.161,75.344
6267,09.12.25 08:14:14 PM,1.2,0.6,13.697,73.324,13.075,76.698
6268,09.12.25 08:15:14 PM,1.2,0.6,13.697,73.313,13.011,77.174
6269,09.12.25 08:16:14 PM,1.2,0.6,13.676,72.313,12.947,77.623
6270,09.12.25 08:17:14 PM,1.2,0.6,13.697,71.598,12.904,77.230
6271,09.12.25 08:18:14 PM,1.2,0.6,13.740,71.672,12.861,77.192
6272,09.12.25 08:19:14 PM,1.2,0.6,13.740,72.345,12.732,76.826
6273,09.12.25 08:20:14 PM,1.2,0.6,13.697,73.094,12.732,78.274
6274,09.12.25 08:21:14 PM,1.2,0.6,13.655,73.835,12.711,78.648
6275,09.12.25 08:22:14 PM,1.2,0.6,13.547,74.661,12.732,78.911
6276,09.12.25 08:23:14 PM,1.2,0.6,13.504,74.844,12.668,79.504
6277,09.12.25 08:24:14 PM,1.2,0.6,13.462,74.820,12.646,79.561
6278,09.12.25 08:25:14 PM,1.2,0.6,13.419,75.036,12.668,79.335
6279,09.12.25 08:26:14 PM,1.2,0.6,13.333,74.702,12.668,79.409
6280,09.12.25 08:27:14 PM,1.2,0.6,13.183,75.801,12.646,79.588
6281,09.12.25 08:28:14 PM,1.2,0.6,13.011,76.382,12.604,79.971
6282,09.12.25 08:29:14 PM,1.2,0.6,12.840,77.089,12.561,80.177
6283,09.12.25 08:30:14 PM,1.2,0.6,12.775,77.856,12.518,80.522
6284,09.12.25 08:31:14 PM,1.2,0.6,12.689,77.656,12.475,80.410
6285,09.12.25 08:32:14 PM,1.2,0.6,12.582,78.122,12.432,80.497
6286,09.12.25 08:33:14 PM,1.2,0.6,12.561,78.160,12.368,80.577
6287,09.12.25 08:34:14 PM,1.2,0.6,12.518,77.462,12.368,80.163
6288,09.12.25 08:35:14 PM,1.2,0.6,12.518,77.385,12.346,80.108
6289,09.12.25 08:36:14 PM,1.2,0.6,12.475,77.171,12.325,80.293
6290,09.12.25 08:37:14 PM,1.2,0.6,12.453,78.466,12.282,80.768
6291,09.12.25 08:38:14 PM,1.2,0.6,12.475,79.442,12.260,81.248
6292,09.12.25 08:39:14 PM,1.2,0.6,12.496,78.721,12.196,81.386
6293,09.12.25 08:40:14 PM,1.2,0.6,12.475,78.997,12.153,80.838
6294,09.12.25 08:41:14 PM,1.2,0.6,12.432,78.703,12.089,81.749
6295,09.12.25 08:42:14 PM,1.2,0.6,12.411,78.499,12.046,81.964
6296,09.12.25 08:43:14 PM,1.2,0.6,12.411,78.489,11.982,82.077
6297,09.12.25 08:44:14 PM,1.2,0.6,12.389,79.062,11.982,82.104
6298,09.12.25 08:45:14 PM,1.2,0.6,12.368,79.115,11.960,82.049
6299,09.12.25 08:46:14 PM,1.2,0.6,12.346,79.460,11.874,82.756
6300,09.12.25 08:47:14 PM,1.2,0.6,12.346,80.362,11.853,82.394
6301,09.12.25 08:48:14 PM,1.2,0.6,12.282,81.459,11.789,83.102
6302,09.12.25 08:49:14 PM,1.2,0.6,12.282,81.427,11.724,84.228
6303,09.12.25 08:50:14 PM,1.2,0.6,12.196,81.378,11.681,84.059
6304,09.12.25 08:51:14 PM,1.2,0.6,12.175,81.230,11.638,84.709
6305,09.12.25 08:52:14 PM,1.2,0.6,12.132,81.312,11.553,84.587
6306,09.12.25 08:53:14 PM,1.2,0.6,12.153,81.587,11.488,85.409
6307,09.12.25 08:54:14 PM,1.2,0.6,12.175,81.917,11.445,85.287
6308,09.12.25 08:55:14 PM,1.2,0.6,12.175,82.266,11.403,86.609
6309,09.12.25 08:56:14 PM,1.2,0.6,12.132,81.701,11.445,85.768
6310,09.12.25 08:57:14 PM,1.2,0.6,12.175,81.701,11.510,85.437
6311,09.12.25 08:58:14 PM,1.2,0.6,12.089,81.770,11.596,85.565
6312,09.12.25 08:59:14 PM,1.2,0.6,12.089,81.506,11.574,85.223
6313,09.12.25 09:00:14 PM,1.2,0.6,12.046,81.566,11.553,85.077
6314,09.12.25 09:01:14 PM,1.2,0.6,12.003,82.527,11.574,85.667
6315,09.12.25 09:02:14 PM,1.2,0.6,11.982,82.660,11.574,85.258
6316,09.12.25 09:03:14 PM,1.2,0.6,11.939,82.641,11.617,85.235
6317,09.12.25 09:04:14 PM,1.2,0.6,11.896,82.782,11.574,85.020
6318,09.12.25 09:05:14 PM,1.2,0.6,11.917,82.942,11.574,85.290
6319,09.12.25 09:06:14 PM,1.2,0.6,11.831,82.713,11.531,84.990
6320,09.12.25 09:07:14 PM,1.2,0.6,11.789,82.765,11.488,84.926
6321,09.12.25 09:08:14 PM,1.2,0.6,11.724,83.532,11.445,85.286
6322,09.12.25 09:09:14 PM,1.2,0.6,11.681,84.073,11.403,86.535
6323,09.12.25 09:10:14 PM,1.2,0.6,11.638,84.459,11.381,86.755
6324,09.12.25 09:11:14 PM,1.2,0.6,11.660,84.558,11.338,86.897
6325,09.12.25 09:12:14 PM,1.2,0.6,11.617,84.894,11.274,86.775
6326,09.12.25 09:13:14 PM,1.2,0.6,11.596,84.988,11.317,87.677
6327,09.12.25 09:14:14 PM,1.2,0.6,11.617,84.910,11.274,87.341
6328,09.12.25 09:15:14 PM,1.2,0.6,11.574,84.056,11.295,86.500
6329,09.12.25 09:16:14 PM,1.2,0.6,11.531,84.343,11.317,86.430
6330,09.12.25 09:17:14 PM,1.2,0.6,11.424,84.608,11.295,86.578
6331,09.12.25 09:18:14 PM,1.2,0.6,11.338,84.947,11.231,86.743
6332,09.12.25 09:19:14 PM,1.2,0.6,11.317,85.255,11.167,86.815
6333,09.12.25 09:20:14 PM,1.2,0.6,11.209,85.209,11.102,87.018
6334,09.12.25 09:21:14 PM,1.2,0.6,11.188,85.510,11.102,87.153
6335,09.12.25 09:22:14 PM,1.2,0.6,11.124,85.693,11.038,87.208
6336,09.12.25 09:23:14 PM,1.2,0.6,11.038,85.739,10.974,87.245
6337,09.12.25 09:24:14 PM,1.2,0.6,10.995,85.913,10.931,87.346
6338,09.12.25 09:25:14 PM,1.2,0.6,10.909,86.065,10.888,87.451
6339,09.12.25 09:26:14 PM,1.2,0.6,10.888,86.522,10.845,87.324
6340,09.12.25 09:27:14 PM,1.2,0.6,10.845,86.394,10.866,87.311
6341,09.12.25 09:28:14 PM,1.2,0.6,10.823,86.821,10.781,87.694
6342,09.12.25 09:29:14 PM,1.2,0.6,10.823,87.103,10.716,87.544
6343,09.12.25 09:30:14 PM,1.2,0.6,10.823,87.222,10.738,88.272
6344,09.12.25 09:31:14 PM,1.2,0.6,10.888,87.279,10.673,88.719
6345,09.12.25 09:32:14 PM,1.2,0.6,10.888,86.789,10.652,88.870
6346,09.12.25 09:33:14 PM,1.2,0.6,10.931,86.546,10.630,88.760
6347,09.12.25 09:34:14 PM,1.2,0.6,10.909,86.253,10.652,88.591
6348,09.12.25 09:35:14 PM,1.2,0.6,10.931,86.307,10.587,88.734
6349,09.12.25 09:36:14 PM,1.2,0.6,10.909,86.600,10.609,88.826
6350,09.12.25 09:37:14 PM,1.2,0.6,10.909,87.178,10.545,89.296
6351,09.12.25 09:38:14 PM,1.2,0.6,10.931,87.103,10.545,89.947
6352,09.12.25 09:39:14 PM,1.2,0.6,10.974,87.108,10.566,89.680
6353,09.12.25 09:40:14 PM,1.2,0.6,11.059,85.800,10.630,89.255
6354,09.12.25 09:41:14 PM,1.2,0.6,11.145,85.951,10.695,89.050
6355,09.12.25 09:42:14 PM,1.2,0.6,11.145,85.483,10.716,88.492
6356,09.12.25 09:43:14 PM,1.2,0.6,11.145,85.483,10.673,88.075
6357,09.12.25 09:44:14 PM,1.2,0.6,11.188,85.689,10.652,88.432
6358,09.12.25 09:45:14 PM,1.2,0.6,11.274,85.533,10.673,89.003
6359,09.12.25 09:46:14 PM,1.2,0.6,11.317,85.310,10.738,89.210
6360,09.12.25 09:47:14 PM,1.2,0.6,11.360,85.391,10.781,88.930
6361,09.12.25 09:48:14 PM,1.2,0.6,11.403,85.461,10.802,89.155
6362,09.12.25 09:49:14 PM,1.2,0.6,11.403,85.345,10.845,88.742
6363,09.12.25 09:50:14 PM,1.2,0.6,11.403,84.921,10.823,88.051
6364,09.12.25 09:51:14 PM,1.2,0.6,11.445,85.003,10.823,88.293
6365,09.12.25 09:52:14 PM,1.2,0.6,11.467,84.137,10.823,88.330
6366,09.12.25 09:53:14 PM,1.2,0.6,11.488,83.784,10.845,87.942
6367,09.12.25 09:54:14 PM,1.2,0.6,11.488,83.589,10.823,87.677
6368,09.12.25 09:55:14 PM,1.2,0.6,11.467,84.297,10.759,87.434
6369,09.12.25 09:56:14 PM,1.2,0.6,11.488,84.431,10.759,87.686
6370,09.12.25 09:57:14 PM,1.2,0.6,11.445,84.871,10.716,88.682
6371,09.12.25 09:58:14 PM,1.2,0.6,11.488,85.126,10.695,89.187
6372,09.12.25 09:59:14 PM,1.2,0.6,11.424,85.145,10.630,89.580
6373,09.12.25 10:00:14 PM,1.2,0.6,11.403,84.883,10.630,89.535
6374,09.12.25 10:01:14 PM,1.2,0.6,11.317,84.439,10.587,89.236
6375,09.12.25 10:02:14 PM,1.2,0.6,11.188,84.590,10.587,88.705
6376,09.12.25 10:03:14 PM,1.2,0.6,11.016,85.676,10.502,89.158
6377,09.12.25 10:04:14 PM,1.2,0.6,10.866,86.494,10.459,89.444
6378,09.12.25 10:05:14 PM,1.2,0.6,10.802,86.810,10.394,89.586
6379,09.12.25 10:06:14 PM,1.2,0.6,10.759,87.181,10.437,90.089
6380,09.12.25 10:07:14 PM,1.2,0.6,10.716,87.480,10.394,90.179
6381,09.12.25 10:08:14 PM,1.2,0.6,10.673,86.897,10.373,89.499
6382,09.12.25 10:09:14 PM,1.2,0.6,10.566,86.899,10.330,89.310
6383,09.12.25 10:10:14 PM,1.2,0.6,10.502,87.259,10.287,89.525
6384,09.12.25 10:11:14 PM,1.2,0.6,10.502,87.439,10.287,89.572
6385,09.12.25 10:12:14 PM,1.2,0.6,10.437,87.694,10.244,89.776
6386,09.12.25 10:13:14 PM,1.2,0.6,10.416,87.581,10.244,89.561
6387,09.12.25 10:14:14 PM,1.2,0.6,10.394,87.608,10.201,89.471
6388,09.12.25 10:15:14 PM,1.2,0.6,10.373,87.649,10.201,89.572
6389,09.12.25 10:16:14 PM,1.2,0.6,10.352,88.019,10.180,89.680
6390,09.12.25 10:17:14 PM,1.2,0.6,10.330,88.074,10.180,89.786
6391,09.12.25 10:18:14 PM,1.2,0.6,10.330,87.927,10.180,89.703
6392,09.12.25 10:19:14 PM,1.2,0.6,10.330,87.864,10.180,89.570
6393,09.12.25 10:20:14 PM,1.2,0.6,10.309,88.000,10.180,89.645
6394,09.12.25 10:21:14 PM,1.2,0.6,10.309,88.043,10.159,89.657
6395,09.12.25 10:22:14 PM,1.2,0.6,10.309,88.144,10.137,89.868
6396,09.12.25 10:23:14 PM,1.2,0.6,10.287,88.061,10.159,89.726
6397,09.12.25 10:24:14 PM,1.2,0.6,10.309,88.147,10.159,90.043
6398,09.12.25 10:25:14 PM,1.2,0.6,10.330,88.405,10.116,90.076
6399,09.12.25 10:26:14 PM,1.2,0.6,10.330,88.634,10.116,90.784
6400,09.12.25 10:27:14 PM,1.2,0.6,10.330,88.331,10.116,90.454
6401,09.12.25 10:28:14 PM,1.2,0.6,10.309,88.606,10.051,90.625
6402,09.12.25 10:29:14 PM,1.2,0.6,10.330,88.225,10.051,90.390
6403,09.12.25 10:30:14 PM,1.2,0.6,10.287,88.115,10.051,90.509
6404,09.12.25 10:31:14 PM,1.2,0.6,10.287,88.504,10.051,90.350
6405,09.12.25 10:32:14 PM,1.2,0.6,10.266,88.496,10.051,90.504
6406,09.12.25 10:33:14 PM,1.2,0.6,10.266,88.322,10.073,90.216
6407,09.12.25 10:34:14 PM,1.2,0.6,10.180,88.322,10.030,90.103
6408,09.12.25 10:35:14 PM,1.2,0.6,10.137,89.149,9.987,90.240
6409,09.12.25 10:36:14 PM,1.2,0.6,10.137,89.332,9.966,90.922
6410,09.12.25 10:37:14 PM,1.2,0.6,10.137,88.893,9.944,90.816
6411,09.12.25 10:38:14 PM,1.2,0.6,10.159,89.314,9.944,91.031
6412,09.12.25 10:39:14 PM,1.2,0.6,10.159,88.606,9.987,90.703
6413,09.12.25 10:40:14 PM,1.2,0.6,10.159,88.386,9.966,90.344
6414,09.12.25 10:41:14 PM,1.2,0.6,10.159,88.902,9.944,90.533
6415,09.12.25 10:42:14 PM,1.2,0.6,10.094,89.114,9.923,90.703
6416,09.12.25 10:43:14 PM,1.2,0.6,10.073,89.030,9.923,90.854
6417,09.12.25 10:44:14 PM,1.2,0.6,10.051,89.268,9.858,90.875
6418,09.12.25 10:45:14 PM,1.2,0.6,9.987,89.342,9.837,91.051
6419,09.12.25 10:46:14 PM,1.2,0.6,9.944,89.476,9.772,90.985
6420,09.12.25 10:47:14 PM,1.2,0.6,9.923,89.682,9.794,91.119
6421,09.12.25 10:48:14 PM,1.2,0.6,9.923,89.709,9.751,91.183
6422,09.12.25 10:49:14 PM,1.2,0.6,9.923,89.691,9.730,91.049
6423,09.12.25 10:50:14 PM,1.2,0.6,9.923,89.865,9.687,91.389
6424,09.12.25 10:51:14 PM,1.2,0.6,9.944,89.943,9.665,91.545
6425,09.12.25 10:52:14 PM,1.2,0.6,9.944,89.978,9.665,91.733
6426,09.12.25 10:53:14 PM,1.2,0.6,9.880,89.320,9.622,91.472
6427,09.12.25 10:54:14 PM,1.2,0.6,9.815,89.493,9.601,91.417
6428,09.12.25 10:55:14 PM,1.2,0.6,9.772,89.497,9.537,91.369
6429,09.12.25 10:56:14 PM,1.2,0.6,9.751,89.824,9.537,91.571
6430,09.12.25 10:57:14 PM,1.2,0.6,9.751,89.924,9.515,91.553
6431,09.12.25 10:58:14 PM,1.2,0.6,9.708,89.644,9.451,91.534
6432,09.12.25 10:59:14 PM,1.2,0.6,9.644,89.877,9.408,91.681
6433,09.12.25 11:00:14 PM,1.2,0.6,9.644,90.344,9.365,91.774
6434,09.12.25 11:01:14 PM,1.2,0.6,9.622,90.625,9.365,92.428
6435,09.12.25 11:02:14 PM,1.2,0.6,9.644,90.683,9.344,92.428
6436,09.12.25 11:03:14 PM,1.2,0.6,9.622,90.962,9.322,92.383
6437,09.12.25 11:04:14 PM,1.2,0.6,9.601,91.069,9.279,92.262
6438,09.12.25 11:05:14 PM,1.2,0.6,9.579,91.406,9.258,92.241
6439,09.12.25 11:06:14 PM,1.2,0.6,9.579,91.788,9.236,93.059
6440,09.12.25 11:07:14 PM,1.2,0.6,9.622,91.791,9.236,93.687
6441,09.12.25 11:08:14 PM,1.2,0.6,9.644,91.760,9.236,93.646
6442,09.12.25 11:09:14 PM,1.2,0.6,9.687,91.353,9.236,93.820
6443,09.12.25 11:10:14 PM,1.2,0.6,9.730,91.072,9.279,93.687
6444,09.12.25 11:11:14 PM,1.2,0.6,9.772,91.055,9.258,93.695
6445,09.12.25 11:12:14 PM,1.2,0.6,9.772,91.078,9.258,93.484
6446,09.12.25 11:13:14 PM,1.2,0.6,9.772,91.145,9.258,93.352
6447,09.12.25 11:14:14 PM,1.2,0.6,9.837,90.758,9.301,93.742
6448,09.12.25 11:15:14 PM,1.2,0.6,9.858,90.436,9.386,93.690
6449,09.12.25 11:16:14 PM,1.2,0.6,9.858,90.304,9.408,93.397
6450,09.12.25 11:17:14 PM,1.2,0.6,9.815,89.911,9.472,92.747
6451,09.12.25 11:18:14 PM,1.2,0.6,9.687,90.042,9.408,92.268
6452,09.12.25 11:19:14 PM,1.2,0.6,9.558,90.253,9.386,92.258
6453,09.12.25 11:20:14 PM,1.2,0.6,9.472,90.404,9.322,92.305
6454,09.12.25 11:21:14 PM,1.2,0.6,9.386,90.634,9.322,92.248
6455,09.12.25 11:22:14 PM,1.2,0.6,9.344,90.735,9.258,92.195
6456,09.12.25 11:23:14 PM,1.2,0.6,9.301,90.735,9.215,92.065
6457,09.12.25 11:24:14 PM,1.2,0.6,9.279,91.028,9.172,92.107
6458,09.12.25 11:25:14 PM,1.2,0.6,9.258,91.287,9.172,92.482
6459,09.12.25 11:26:14 PM,1.2,0.6,9.279,91.402,9.172,92.662
6460,09.12.25 11:27:14 PM,1.2,0.6,9.301,91.215,9.193,92.596
6461,09.12.25 11:28:14 PM,1.2,0.6,9.322,91.264,9.172,92.502
6462,09.12.25 11:29:14 PM,1.2,0.6,9.344,91.096,9.172,92.505
6463,09.12.25 11:30:14 PM,1.2,0.6,9.365,90.858,9.129,92.566
6464,09.12.25 11:31:14 PM,1.2,0.6,9.322,90.491,9.172,92.337
6465,09.12.25 11:32:14 PM,1.2,0.6,9.344,90.433,9.150,92.117
6466,09.12.25 11:33:14 PM,1.2,0.6,9.279,90.500,9.150,92.026
6467,09.12.25 11:34:14 PM,1.2,0.6,9.258,90.900,9.129,92.190
6468,09.12.25 11:35:14 PM,1.2,0.6,9.258,90.826,9.129,92.218
6469,09.12.25 11:36:14 PM,1.2,0.6,9.301,91.273,9.129,92.358
6470,09.12.25 11:37:14 PM,1.2,0.6,9.344,91.106,9.150,92.433
6471,09.12.25 11:38:14 PM,1.2,0.6,9.322,91.046,9.129,92.601
6472,09.12.25 11:39:14 PM,1.2,0.6,9.344,91.298,9.108,92.488
6473,09.12.25 11:40:14 PM,1.2,0.6,9.322,90.790,9.086,92.328
6474,09.12.25 11:41:14 PM,1.2,0.6,9.322,91.081,9.065,92.198
6475,09.12.25 11:42:14 PM,1.2,0.6,9.322,91.173,9.000,92.688
6476,09.12.25 11:43:14 PM,1.2,0.6,9.258,90.918,9.000,92.793
6477,09.12.25 11:44:14 PM,1.2,0.6,9.301,90.848,8.957,92.921
6478,09.12.25 11:45:14 PM,1.2,0.6,9.236,91.255,8.936,93.100
6479,09.12.25 11:46:14 PM,1.2,0.6,9.236,91.385,8.893,92.949
6480,09.12.25 11:47:14 PM,1.2,0.6,9.236,91.513,8.872,92.972
6481,09.12.25 11:48:14 PM,1.2,0.6,9.172,91.257,8.829,92.976
6482,09.12.25 11:49:14 PM,1.2,0.6,9.129,91.608,8.786,92.880
6483,09.12.25 11:50:14 PM,1.2,0.6,9.129,91.664,8.829,93.417
6484,09.12.25 11:51:14 PM,1.2,0.6,9.193,91.562,8.850,93.811
6485,09.12.25 11:52:14 PM,1.2,0.6,9.172,91.324,8.915,93.793
6486,09.12.25 11:53:14 PM,1.2,0.6,9.129,91.026,8.893,93.088
6487,09.12.25 11:54:14 PM,1.2,0.6,9.086,91.046,8.915,92.839
6488,09.12.25 11:55:14 PM,1.2,0.6,9.043,91.197,8.872,92.683
6489,09.12.25 11:56:14 PM,1.2,0.6,8.979,91.589,8.872,92.721
6490,09.12.25 11:57:14 PM,1.2,0.6,8.979,91.865,8.829,92.941
6491,09.12.25 11:58:14 PM,1.2,0.6,8.957,91.873,8.807,93.027
6492,09.12.25 11:59:14 PM,1.2,0.6,8.936,92.039,8.764,93.358
6493,09.13.25 12:00:14 AM,1.2,0.6,8.915,92.175,8.743,93.353
6494,09.13.25 12:01:14 AM,1.2,0.6,8.979,92.341,8.764,93.623
6495,09.13.25 12:02:14 AM,1.2,0.6,9.000,92.020,8.764,93.777
6496,09.13.25 12:03:14 AM,1.2,0.6,8.979,91.463,8.764,93.413
6497,09.13.25 12:04:14 AM,1.2,0.6,8.893,91.475,8.743,93.170
6498,09.13.25 12:05:14 AM,1.2,0.6,8.872,91.516,8.722,93.014
6499,09.13.25 12:06:14 AM,1.2,0.6,8.872,91.699,8.700,93.086
6500,09.13.25 12:07:14 AM,1.2,0.6,8.829,91.548,8.679,93.091
6501,09.13.25 12:08:14 AM,1.2,0.6,8.786,91.504,8.700,92.946
6502,09.13.25 12:09:14 AM,1.2,0.6,8.786,91.695,8.657,93.101
